NID,PC,DE,LE,TY,FF
3487,2813,Tuas South Ave 12,0.77193,TR,69.5
3488,2812,Tuas South Ave 10,0.47018,TR,64.0
3489,2332,Tuas South Ave 3,0.45696,TR,41.2
3490,2333,Tuas South Ave 8,0.90216,TR,46.6
3491,2334,Tuas South Ave 6,0.44879,TR,48.7
3492,2335,Tuas South Ave 4,1.11131,TR,51.6
3493,2336,Tuas Cres,1.07383,TR,51.1
3494,2817,Tuas South Ave 14,0.04228,TR,33.1
3495,2816,Tuas South Ave 12,0.64216,TR,42.8
3496,2815,Tuas South Ave 10,0.52275,TR,37.0
3497,2343,Tuas South Ave 3,0.46672,TR,41.0
3498,2344,Tuas South Ave 8,0.81331,TR,45.4
3499,2345,Tuas South Ave 6,0.44735,TR,47.3
3500,2346,Tuas South Ave 4,0.92185,TR,61.8
3501,2356,Tuas South Ave 6,0.04475,TR,50.0
3502,2355,Tuas South Ave 8,0.43985,TR,44.9
3503,2354,Tuas South Ave 3,0.60997,TR,46.9
3504,2818,Tuas South Ave 10,0.4568,TR,47.8
3505,2819,Tuas South Ave 12,0.54339,TR,39.7
3506,2820,Tuas South Ave 14,0.61728,TR,47.7
3507,2348,Tuas South Ave 3,0.02251,TR,31.0
3508,2349,Tuas South Ave 5,0.57854,TR,38.3
3509,2350,Tuas South Ave 7,0.48172,TR,36.5
3510,2351,Tuas South Ave 9,0.61348,TR,41.3
3511,2352,Tuas Bay Link,0.4472,TR,45.3
3512,2352,Tuas Bay Link,0.07427,TR,47.0
3513,2351,Tuas South Ave 9,0.45117,TR,40.4
3514,2350,Tuas South Ave 7,0.60318,TR,36.3
3515,2349,Tuas South Ave 5,0.46622,TR,35.6
3516,2348,Tuas South Ave 3,0.55005,TR,35.0
3517,2820,Tuas South Ave 14,0.01441,TR,36.0
3518,2819,Tuas South Ave 12,0.66283,TR,41.0
3519,2818,Tuas South Ave 10,0.50786,TR,42.7
3520,2354,Tuas South Ave 3,0.48012,TR,46.7
3521,2355,Tuas South Ave 8,0.64212,TR,38.0
3522,2356,Tuas South Ave 6,0.42984,TR,50.0
3523,2361,Tuas West Rd/Tuas South Ave 3,0.06999,TR,26.3
3524,2360,Tuas South Ave 1,0.20106,TR,35.9
3525,2359,Pioneer Rd,1.03367,TR,40.0
3526,2358,AYE/Ayer Rajah Expy/Exit 26B,1.34059,TR,39.3
3527,2365,Tuas Cres,0.05648,TR,47.0
3528,2364,Pioneer Rd,0.95345,TR,54.9
3529,2363,AYE/Ayer Rajah Expy/Tuas West Unp/Jalan Ahmad Ibrahim,1.19916,TR,51.7
3530,2368,BKE/Bukit Timah Expy,0.54765,TR,50.0
3531,2367,Woodlands Rd,1.81162,TR,56.4
3532,2363,AYE/Ayer Rajah Expy/Tuas West Unp/Jalan Ahmad Ibrahim,0.022,TR,37.0
3533,2364,Pioneer Rd,1.26168,TR,45.0
3534,2365,Tuas Cres,0.92376,TR,63.3
3535,2358,AYE/Ayer Rajah Expy/Exit 26B,0.05864,TR,35.0
3536,2359,Pioneer Rd,1.28201,TR,43.6
3537,2360,Tuas South Ave 1,1.06684,TR,39.3
3538,2361,Tuas West Rd/Tuas South Ave 3,0.23788,TR,30.4
3539,2367,Woodlands Rd,0.10031,TR,18.0
3540,2368,BKE/Bukit Timah Expy,2.03392,TR,57.4
3541,2371,Eunos Link,0.0267,TR,37.0
3542,2370,Payar Lebar Rd,1.48477,TR,35.7
3543,2370,Payar Lebar Rd,0.08572,TR,23.0
3544,2371,Eunos Link,1.41595,TR,36.5
3545,2378,Macpherson Rd,0.0389,TR,28.0
3546,2377,Joo Seng Rd,0.44896,TR,33.1
3547,2376,Upp Serangoon Rd,0.70183,TR,25.2
3548,2374,Holland Grove Rd,0.0203,TR,52.0
3549,2373,Clementi Rd,1.5442,TR,53.6
3550,2373,Clementi Rd,0.0557,TR,42.8
3551,2374,Holland Grove Rd,1.40463,TR,57.4
3552,2376,Upp Serangoon Rd,0.04017,TR,29.0
3553,2377,Joo Seng Rd,0.64101,TR,26.7
3554,2378,Macpherson Rd,0.48786,TR,31.9
3555,2380,Kallang Bahru,0.01665,TR,34.0
3556,2381,Lor 1 Geylang,0.79964,TR,38.7
3557,2382,Geylang Bahru,0.72207,TR,37.2
3558,2382,Geylang Bahru,0.01438,TR,49.0
3559,2381,Lor 1 Geylang,0.76583,TR,37.6
3560,2380,Kallang Bahru,1.33634,TR,33.9
3561,2391,Bedok Rd,0.08315,TR,21.0
3562,2392,Simei Ave/Xilin Ave,0.72199,TR,41.5
3563,2393,Expo Dr,0.72901,TR,44.6
3564,2394,Simei Rd,0.35618,TR,41.9
3565,2395,PIE/Pan Island Expy,1.203,TR,49.8
3566,2396,TPE/Tampines Expy/Upp Changi Rd,0.52417,TR,43.6
3567,2396,TPE/Tampines Expy/Upp Changi Rd,0.29157,TR,40.4
3568,2395,PIE/Pan Island Expy,0.52335,TR,41.6
3569,2394,Simei Rd,0.96214,TR,48.9
3570,2393,Expo Dr,0.34711,TR,52.5
3571,2392,Simei Ave/Xilin Ave,0.76472,TR,43.4
3572,2391,Bedok Rd,0.72605,TR,38.4
3573,2389,Jalan Anak Bukit,0.08662,TR,58.8
3574,2388,Old Jurong Rd,0.78253,TR,52.0
3575,2387,Hillview Rd,1.46654,TR,47.0
3576,2386,Dairy Farm Rd,0.19758,TR,37.3
3577,2385,Petir Rd,1.72421,TR,52.8
3578,2384,Bukit Panjang Rd/Choa Chu Kang Rd,0.2177,TR,38.5
3579,2401,Calshot Rd,0.04968,TR,33.0
3580,2400,Loyang Way,0.32145,TR,31.9
3581,2399,Old Tampines Rd,1.34509,TR,42.2
3582,2398,TPE/PIE/Tampines Expy/Pan Island Expy,1.45506,TR,39.5
3583,2384,Bukit Panjang Rd/Choa Chu Kang Rd,0.04457,TR,33.7
3584,2385,Petir Rd,0.2519,TR,43.3
3585,2386,Dairy Farm Rd,1.72018,TR,48.8
3586,2387,Hillview Rd,0.16697,TR,34.8
3587,2388,Old Jurong Rd,1.48437,TR,49.5
3588,2389,Jalan Anak Bukit,0.75581,TR,63.3
3589,2403,Simei Rd,0.0373,TR,28.0
3590,2404,Simei Ave,0.88735,TR,33.0
3591,2405,Bedok North Ave 4,0.17038,TR,34.6
3592,2406,Bedok Rd,0.44516,TR,36.9
3593,2861,Tanah Merah Kechil Rd,0.46526,TR,34.5
3594,2861,Tanah Merah Kechil Rd,0.03841,TR,26.0
3595,2406,Bedok Rd,0.42684,TR,33.3
3596,2405,Bedok North Ave 4,0.4945,TR,35.0
