NID,PC,DE,LE,TY,FF
2220,6547,Avenida Cuauhtémoc/Calle Cuauhtemoc,0.40704,TR,55.3
2221,5370,MEX-115/Carretera México-Tlalmanalco,5.50622,TR,51.95
2222,13738,MEX-15D/Autopista México-Toluca,5.14334,TR,45.42
2223,13737,La Marquesa-Acazulco,0.64844,TR,24.85
2224,5397,MEX-15D/Autopista México-Toluca,0.19599,TR,24.85
2225,13736,Av Monte De Las Cruces,2.70187,TR,35.6
2226,5396,MEX-15D/Autopista México-Toluca,3.28573,TR,35.42
2227,11395,Autopista La Venta-Chamapa,1.06554,TR,36.1
2228,11395,Autopista La Venta-Chamapa,0.15779,TR,30.26
2229,5396,MEX-15D/Autopista México-Toluca,0.90034,TR,29.76
2230,13736,Av Monte De Las Cruces,3.10758,TR,30.94
2231,5397,MEX-15D/Autopista México-Toluca,2.67296,TR,33.55
2232,13737,La Marquesa-Acazulco,0.09771,TR,24.85
2233,13738,MEX-15D/Autopista México-Toluca,0.85529,TR,36.1
2234,13739,Carretera A San Mateo Atarasquillo,4.82097,TR,47.66
2235,5928,Guadalupe Victoria/Viaducto Tlalpan/Carretera Federal a Cuernavaca,0.32095,TR,30.26
2236,5927,MEX-95,21.86369,TR,49.96
2237,5926,MEX-115D/Carretera Cuernavaca-Tepoztlán,10.57365,TR,48.78
2238,5927,MEX-95,10.45774,TR,48.72
2239,5928,Guadalupe Victoria/Viaducto Tlalpan/Carretera Federal a Cuernavaca,21.56177,TR,48.78
2240,6138,MEX-150/Carretera Federal México Puebla,10.67892,TR,31.5
2241,6138,MEX-150/Carretera Federal México Puebla,0.16121,TR,36.41
2242,13464,Carretera S Miguel Chiconcuac-Villas,10.55942,TR,31.07
2243,14243,Isidro Fabela/Anillo Periférico/Avenida Río de los Remedios,0.21092,TR,36.41
2244,6257,Av Vía José María Morelos/Carretera Ciudad de México-Pachuca,0.8351,TR,38.21
2245,6258,C Reforma/Carretera Ciudad de México-Pachuca/Av Insurgentes,5.50396,TR,53.81
2246,6259,Avenida Revolucion,0.91006,TR,37.66
2247,6260,MEX-5D/Autopista Peñon-Texcoco,0.0671,TR,37.28
2248,6261,Calle Los Reyes Texcoco,1.49009,TR,30.01
2249,6260,MEX-5D/Autopista Peñon-Texcoco,0.79284,TR,35.85
2250,6259,Avenida Revolucion,0.08133,TR,37.28
2251,6258,C Reforma/Carretera Ciudad de México-Pachuca/Av Insurgentes,0.90453,TR,37.47
2252,6257,Av Vía José María Morelos/Carretera Ciudad de México-Pachuca,5.44379,TR,55.05
2253,14243,Isidro Fabela/Anillo Periférico/Avenida Río de los Remedios,1.17811,TR,33.93
2254,6256,Calle del Primero de Mayo,0.24399,TR,18.7
2255,6255,Calle Gustavo Baz,1.05888,TR,23.36
2256,6254,MEX-57D/Autopista La Venta-Chamapa,4.13914,TR,29.95
2257,6253,Carretera La Cebada-Magdalena,2.56904,TR,30.45
2258,6252,Santa Cruz Ayotuxco,8.10528,TR,28.52
2259,6251,Santa María Zolotepec-Las Canoitas,11.64161,TR,29.64
2260,6252,Santa Cruz Ayotuxco,11.64098,TR,33.68
2261,6253,Carretera La Cebada-Magdalena,8.10528,TR,31.25
2262,6254,MEX-57D/Autopista La Venta-Chamapa,2.81871,TR,26.1
2263,6255,Calle Gustavo Baz,4.2297,TR,26.72
2264,6256,Calle del Primero de Mayo,1.01748,TR,23.92
